Sentence,English_Translation,prefix
"From ""azaadi hi meri Dulhan hai"" to ""Mera toh kaam hi mera valentine hai""","from ""freedom is my bride"" to ""my work is my valentine""",translate English to Hinglish: 
"@Integrated_me yeh sab tweet karne ke kiye time hai, ek link ke liye nahi? ok then","@Integrated_me you have time to tweet all this, but can't give a link right? ok then. ",translate English to Hinglish: 
"Well played Sindhu "" hamari chhori chhoro se kam hai ka 0 Indian badminton ka future kafi achha najar aa rahi hai #PVSindhu #Sindhu #Okuhara","well played sindhu""are girls are lagging much behind than boys in work"" indian badminton future is very bright",translate English to Hinglish: 
lagta h aap c offer mila h kya ?,you seem to have received mutual offer?,translate English to Hinglish: 
fevi-quick ke sath sath sui dhaaga bhi de do unko,give them thread and needle along with the fevi-kwik,translate English to Hinglish: 
mujhe to individually sabko wish karna padta tha  .  .  . aur das baar staff room me jana padta tha :(,i had to wish everyone in the university. . . and had to go to the staff room ten times :(,translate English to Hinglish: 
@Atheist_Krishna Aam ka season aa gaya ke ??,@Atheist_Krishna is the season of mangoes is here?,translate English to Hinglish: 
"Dear Congressi's where is  ""Rajiv Gandhi Ladki Driver Ke Car Mein Sawaari Se Bachhe Insurance Yojna""?","dear congress members where is  ""rajiv gandhi ladki driver ke car mein sawaari se bachhe insurance scheme""?",translate English to Hinglish: 
Aajkal Bitcoin ka craze to dekho ..,nowadays there is a lot of craze of bitcoin in the market,translate English to Hinglish: 
@Sychlops udhar toh baarish rukti bhi nahi 2-3 din,@Sychlops there the rain doesn't stop for 2-3 days,translate English to Hinglish: 
Because in the end reality kicks in! Samose khaa kar hogaya ab kaam par lag jao!,because in the end reality kicks in! now if you've eaten then better get on to work,translate English to Hinglish: 
honest man arbind kejiriwal .  . sory arbind i cant vote fr u bcoz im from nepal .  .,"honest man, arvind kejiriwal. sorry arvind, i can’t vote for you because i am from nepal.",translate English to Hinglish: 
pratiyogita drapan .  .  guddu ias banega ise padke .  .,pratiyogita drapan .  .  guddu will become ias after reading it .  .,translate English to Hinglish: 
Aishwarya se bhi zyada heavy raay thi!,There is a heavier raay than Aishwarya,translate English to Hinglish: 
@shashi_ks paise to hai nahi tumhari tarah videsh ghoomne ke ,),translate English to Hinglish: 
your all updates are just so awesome .  .  !  !  !  !,your all updates are just so awesome,translate English to Hinglish: 
@1AhamSharma Om Namha shivaye : my dear bro ... Mahashivratri ki hardik shubkamnaye ...,@1AhamSharma Om Namha shivaye : my dear bro ... Mahashivratri ki hardik shubkamnaye ...,translate English to Hinglish: 
"tum coffee pite waqt bhi aise sab bakwas karoge? Toh phir nahi.
 Normalcy maintain karoge, toh haan","are you going to blabber while having coffee ? Then not.
 if you maintain normal behaviour then yes.",translate English to Hinglish: 
"@Alllahdin main ek nek, seedha saadha sa banda hu :-/",@Alllahdin i am a good person :-/,translate English to Hinglish: 
.@JhaSanjay life to theek hai.. par Rahul ji wife kab aur kaha se laa rahe hai ?,.@JhaSanjay life is good.. but Rahul sir where and when are you getting married?,translate English to Hinglish: 
@Shaheer_S Gud mrng nd HAPPY MAHASHIVRATRI ....... SUNO aaj mndir zarur jana jo bhi mangoge vo milega ...,@Shaheer_S good morning and happy mahashivratri. you must go to the temple today. whatever you seek you shall get.,translate English to Hinglish: 
"""Ab log 2 mahine tak joke banaenge mere par""pic.twitter.com/LG8Czfdlkq","""now people will make jokes on me for two months""pic.twitter.com/LG8Czfdlkq",translate English to Hinglish: 
"@Alllahdin @premlata_rai bilkul bhi nahi, majaal hai kisiko? Momo's phenk kar maaregi woh bhi Tibetian wale ","@Alllahdin @premlata_rai not at all, has anyone got guts to? she will throw momo's at us, and that too tibetian ones",translate English to Hinglish: 
@lifelovesuma intezaar ka phal is sweet .. gangaa ke hot dreams se Accha hoga real romance ðŸ˜ðŸ˜ðŸ˜ðŸ˜,@lifelovesuma the fruit of patience is sweet ! real romance will be better than the hot dreams of ganga.,translate English to Hinglish: 
"open dialog is cosponsoring with globes to present to you  "" searching for social justice ""  next wednesday at 6pm .  http/URL","open dialog is co-sponsoring with globes to present to you  ""searching for social justice"".  next wednesday at 6pm.  http/URL",translate English to Hinglish: 
aapke kahne se nahi ho jayga ... vote to public ko dena hai .. ghamand mat karo .,It will not happen by your saying . . The public has to vote. . Do not boast.,translate English to Hinglish: 
"@Ra_Bies tu jo kahe woh sach.
Nahi.","@Ra_Bies whatever you say is correct. 
no",translate English to Hinglish: 
"Yahin doobe din mere, yahin hote hai savere #TheBarSong","this is where my day sets, this is where it is morning #The BarSong",translate English to Hinglish: 
"Karpur gauram karunavtaaram Sansar saaram , bhujgendra haaram !! May lord shiva bless u all !! Har har mahadev #MahaShivratri","pure white like camphor, an incarnation of compassion,the essence of worldly existence, whose garland is the king of serpents, always dwelling inside the lotus of the heart. i bow to shiva and shakti together !! may lord shiva bless u all !! har har mahadev #mahashivratri",translate English to Hinglish: 
"Kids smoke ""cigarettes legends live in Delhi; Kamar kaslo aur sab thik karo warna mar jao #DelhiSmog",kids smoke cigarettes. legends live in delhi. close the room and be safe or else die #DelhiSmog,translate English to Hinglish: 
kabhi-kabhi to chalk ki jageh teachrs ki bhi kami padh jati thi .  . skul main :(,"sometimes, instead of chalk, teacher were also in short supply …..in school",translate English to Hinglish: 
No change in team hum to batting hi karege ... Are ye anushka kidhar hai .. #IndvsSA,"no change in team, we will do batting… where is this anushka . #IndvsSA",translate English to Hinglish: 
"bahot achha kiya, Pakau hai @LoKarDi_RT",did very well. @LoKarDi_RT is boring,translate English to Hinglish: 
Tumne bhagwaan ko bhi phaansa? Haaye zaalim kanya,"are you framing the god too?, you cruel lady",translate English to Hinglish: 
guddu .  .  !  !  !  :d tu toh lucky hai re bhut .  . :v :d,guddu! you are too lucky!,translate English to Hinglish: 
Kab bat karenge salman ji app we r waiting ..pls rply....,when would you talk to us mr.salman ? we are waiting.,translate English to Hinglish: 
@MeetUunngLee baa mazaak udaa mere singlehood ka,@MeetUunngLee make fun of my singlehood,translate English to Hinglish: 
@drpoonam iphone 6s mujhe bhej dena,@drpoonam send me an iphone 6s,translate English to Hinglish: 
the nonstop movies on 31st ,-),translate English to Hinglish: 
@sonunigam @ sonu bhai sach bhot khushi ho rahi hai Bobby bhi bhot khush huaa bhai love you misssssssssssssss ...... youuuuu .. miss you na,@sonunigam @ sonu brother i am truthfully feeling extremely happy bobby is also extremely happy brother love you miss you miss you,translate English to Hinglish: 
"Sapne suhaane tharakpan ke.
#TwitterPoets","perverted glamourous dreams. 
#TwitterPoets ",translate English to Hinglish: 
"Baby me Akshay Kumar ki biwi usey bina poochhe ghar ke bahar jaane deti hai. 

I MEAN HOW?","in baby, the wife of akshay kumar lets him go outside the home without asking. i mean how?",translate English to Hinglish: 
Sansa and Prafful were awesome in sarabhai v/s sarabhai,sansa and prafful were awesome in sarabhai v/s sarabhai,translate English to Hinglish: 
Vin Diesel Deepika ke videsh wale chacha lag rahe haihttps://twitter.com/TimesNow/status/739733418552872961 …,vin diesel looks like deepika's foreign uncle https://twitter.com/TimesNow/status/739733418552872961 …,translate English to Hinglish: 
sahi h ekdum .  .,Perfect.,translate English to Hinglish: 
@DhuanDhari hahaha.. Ye bhi khoob rahi,@DhuanDhari (laugh) this is also awesome.,translate English to Hinglish: 
@premlata_rai @Ra_Bies Jo tujhse mila nahi usse aise hi lagta hai :'(,@premlata_rai @Ra_Bies one who did not meet you feels like this :'(,translate English to Hinglish: 
@Themayankgarg puch liya. Nahi pata. Tujhe pata hai.?,@Themayankgarg I asked. Don't know. Do you know?,translate English to Hinglish: 
"sab moh maaya hai, sab moh maaya","everything is an illusion, everything is illusory.",translate English to Hinglish: 
Zayn ne band chhoda hai duniya nahi. #RIPZayn,"zayn has left the band, not this world #RIPZayn",translate English to Hinglish: 
"Iski shakal dekhi hui lagti hai, shayad desi porn ke koi site par.https://twitter.com/msnindia/status/628517197271273472Â â€¦",i’ve seen his face somewhere. i think on some local porn site. https://twitter.com/msnindia/status/628517197271273472,translate English to Hinglish: 
@BolshoyBooze aur reference hai bhai. ab tu bhi frustrate karega dot laga ke,@BolshoyBooze and it is reference brother. now you will also frustrate by putting a dot,translate English to Hinglish: 
@KajuBadamChor Kaju Darling kahan hai tu aajkal? Kyu gayab hojata hai?,@KajuBadamChor kaju darling where are you nowadays? why do you disappear?,translate English to Hinglish: 
s was mine favourite .  .  .  :p,she was mine favourite .  .  .  :p,translate English to Hinglish: 
Hum #QuarterFinal toh Haar Hi Nahin Sakte Kyonki Jahan #Quarter Mil Jaye toh Hum Usko Final Karke Hi Uthte Hain ! #INDvBAN,we can not lose #QuarterFinal because where we get #Quarter then we make it final and then only we get up! #INDvBAN,translate English to Hinglish: 
"Falcao has gone to Chelsea, hamesha girta rehta hai pitch par. Ek gire huwe manager ke saath iski jodi achhi rahegi. #JoseMourinho","Falcao has gone to Chelsea, always keeps falling on the pitch. his pair will be good with a lowly manager  #JoseMourinho",translate English to Hinglish: 
"@indiantweeter Heera hai sada ke liye, iPhone nahin.",@indiantweeter it is diamond for lifetime not iphone,translate English to Hinglish: 
"excitement and danger #estatesales .  found old wwii shells ,  not inert !  spent time with bomb squad !  how is that for a monday ? ",$,translate English to Hinglish: 
"Shirish tattoo ""meri biwi mera pati hai"" @ShirishKunder","shirish tattoo ""my wife is my husband"" @ShirishKunder",translate English to Hinglish: 
@witchybitchygal wais to sari achhi hain par third wali photo mein full swag hai :),@witchybichigal vices are so good but the third photo is full swag :),translate English to Hinglish: 
"Tumne to jaise mehnat karke empire khada kiya hai "" pehli baar dekh rahe hai "" chori or bhrstachaar me saja bhugat raha aadmi "" gyan pel raha hai 0","the way you have raised the empires, ""it is the first time I am seeing""  a man under punishment for theft and corruption is spreading knoweledge",translate English to Hinglish: 
desperation day (february 13th) the most well known day in all mens life .,desperation day (february 13th),translate English to Hinglish: 
@SuchAMisfit aansu aa gaye. So much pain,@SuchAMisfit tears in my eyes. so much pain,translate English to Hinglish: 
hum logo ko to sirf eid par 20 rupaye milte the ...:p n rest of d year ...2 athanniya ..:(,"we used to get only 20 ruppees on eid, and rest of the year, 2 pennies!",translate English to Hinglish: 
Oye Stark khaandaan ke chiraag @iamGunjanGrunge ye dekhpic.twitter.com/mpL3Ui6aHW,hey you member of stark family @iamGunjanGrunge look at this pic.twitter.com/mpL3Ui6aHW,translate English to Hinglish: 
.@Atheist_Krishna thand tere dimaag me ghus gayee hai chote @dhaval241086pic.twitter.com/PHwW9uuU4D,".@Atheist_Krishna cold has reached ypur brain,'chote' @dhaval241086pic.twitter.com/PHwW9uuU4D",translate English to Hinglish: 
and the 4th one is for harry styles !  !  &lt,33333,translate English to Hinglish: 
@akshaykanitkar bc baas gayee hogi.. 12 saal fridge me rakhi thi kya.. ye to fresh hai.. 2 mahine pehle bani hai ,),translate English to Hinglish: 
"*Mummy ko mere bag se gutkha mila*
Mom- Beta mat khaya karo

*Mummy ko bag se Maggi mili*
Mom- Chappal kaha hai meri.. Bohot bigad gaya hai","*Mummy found out tobacco from my bag*
Mom- son please don't eat it

*Mummy found out Maggi from my bag*
Mom- i will hit you with my slippers.. you have ruined yourself",translate English to Hinglish: 
@misery_star saari ladkiya Krishna ki fan hai @witchybitchygal @Atheist_Krishna,@misery_star all girls are fans of krishna @witchybitchygal @Atheist_Krishna,translate English to Hinglish: 
Modi ne free WIFI ka connection band karwa diya ... taake Delhi ke log Ambani Ka free #JIO le le - Arvind kejriwal,Modi has banned the free WIFI connection ... so that the Delhi people uses Ambani's free #JIO4 - Arvind kejriwal,translate English to Hinglish: 
guddu kisi field mein toh acha hai .  .  .,guddu is atleast good in some field,translate English to Hinglish: 
"@someUSER yea i say ,  mid january for a new single .  right in time for the superbowl&amp; video at the end of january leading into superbowl","@someUSER yea i say ,  mid january for a new single .  right in time for the superbowl&amp; video at the end of january leading into superbowl",translate English to Hinglish: 
@Fussy_Ca Dulhe raja se pooch lepic.twitter.com/hFYDMvh7HD,@Fussy_Ca Dulheask rajapic.twitter.com/hFYDMvh7HD,translate English to Hinglish: 
"hahaha aise school mein top karna mushkil hota bhai ,  hum sab fadoo performer the contra aur mario ke :)","hahaha it is difficult to excel in school like this big brother, we all were amazing performers in contra and mario :)",translate English to Hinglish: 
