sentence,english_translation
"ufc on fuel tv 5 preliminary card preview: this saturday ,  the ufc once again comes to fuel tv .  coming  .  .  .  http/URL #ufc #mma","ufc on fuel tv 5 preliminary card preview is on this saturday ,  the ufc once again comes to fuel tv.  http/URL #ufc #mma"
abe first comment to mera tha .  .  . guddu bhai tum hi har baar bata diya karo kiska first tha :(,first comment was mine guddu you should always tell us whose comment was first 
@BolshoyBooze ab bata bhi de :/ @narendramodi,@BolshoyBooze just tell us @narendramodi
"its november already ..christmas will be here soon ,then new year ,then valentine's day then graduation ?!?!","its november already ..christmas will be here soon ,then new year ,then valentine's day then graduation ?!?!"
"@narendramodi ji , Good morning ! MahaShivratri KI badhai ho . http://t.co/hLuNUz5btQ","@narendramodi, good morning! happy mahashivaratri http://t.co/hLuNUz5btQ"
Log yahan chain se sone bhi nahi dete. Shya!,people don't even let you sleep properly.
@GaurangBhardwa1 kisi ki bhavanao ke screenshots ka mazaak  @deepfeelingssss @Ra_Bies,@GaurangBhardwa1 ridicule of screenshot of someone’s emotions @deepfeelingssss @Ra_Bies
"@DesireMaze Itna attachment aapko beemaar…bahut beemaar, karne ke liye.. kafi hai",@DesireMaze this much attachment is enough to make you extremely sick
@RegaJha kachre se phone uthane ka kaam bhi chalu kar diya aapne ?,@RegaJha have you started the work of picking phones from garbage ?
Ab tu bhaag bhaag bhaag bhaag #Bakarmax http://bakarmax.com/comic/ab-tu-bhaag-bhaag-bhaag-bhaag/ …,now you run run run #Bakarmax http://bakarmax.com/comic/ab-tu-bhaag-bhaag-bhaag-bhaag/ …
kaun hai ye zaleel insaan?,who is this sad guy?
hahaha ...solid hai re baba,hahaha ...solid hai re baba
madari ke pas kuchh hi tricks hoti hain .,magician only has a few tricks.
Mandal Aabhari https://twitter.com/amit_nagpur/status/894254963811008512 …,team is thankful https://twitter.com/amit_nagpur/status/894254963811008512
"2010- Char log kya kahenge
2016- Char blog kya kahenge",2010- what will 4 people say ?  2016- what will 4 blog say?
@MildlyClassic Hapi birthday GrV .! aaj kuch gaaye k saara stadium jhoom uthee ðŸŽ¤,@MildlyClassic Hapi birthday GrV .! sing something today such that the whole stadium gets excited.
@Champ_Nikk hadd se zyada,@Champ_Nikk beyond limits
"To whoever posted this , we got your message , PM us . Back around 1999 , we have many swimmers in common . ~ Ed","To whoever posted this , we got your message , send a personal message to us . Back around 1999 , we have many swimmers in common ."
"Salman ji aapki film super duper hit ho.sare record break kre.Ginnes book of record me naam ho jaye aapki film ka.Aap reply kro ,ya na kro ham to aapke liye pray krte hi rahenge.Amen!!!!","Salman, may your film becomes Superhit, breaks all the record. May your film get nominated in Guiness Book of world record. Whether you reply or not we will continue to pray for you.""Amen"""
"Chitral : Susoom Me Barfani Touda Girnay Se 11 Afrad Dab Gaye , 2 Bachon Ki Lashen Baramad+Azad Kashmir Me Landsliding Se Senkron Ghar Tabah","Chitral : Eleven people buriend due to fall of an Iceberg in Susoom , corpses of two children were recovered, landsliding in independent kashmir destroyed hundreds of homes."
aise kaise chhod degi?itni asaani se thode hi chhoot jaata hai Twitter? @IamEJF @UniqueIdiot_,How will you leave like this? It is not that easy to leave twitter? @IamEJF @UniqueIdiot_
"""Sue ji hain kya?"" - Aamir Khan in Rang de Basanti","""is Sue there?"" - Aamir Khan in Rang de Basanti"
@reviewero khullam khulla pyaar karenge hum dono...  @huh_watnow,@reviewero we will love each other openly. @huh_watnow
"@ashkaikini arre, kya hai ye attaycahar kyun? Friday ka plan rakh, waise bhi tu phone nahi uthaati mera","@Bashayakini why do you do this to me? make a plan for friday, anyways you don't pick up my phone
"
Raat mein logon ko tumhare sirf daant hi dikhte honge waise.https://twitter.com/ashutosh83B/status/148817896771039232 …,people could only see your teeth in night .https://twitter.com/ashutosh83B/status/148817896771039232 …
@huh_watnow Dil to tumne le rakha hai,@huh_watnow you have taken the heart
@witchybitchygal Plane ki khidki se haath bahar mat nikaalna,@witchybitchygal do not get your hands out from the flight’s window
"@Ra_Bies Sir, charan sparsh karne ka saubhagya de ","@Ra_Bies sir, give me the opportunity to touch your feet."
@BloodyKamina teri shaadi me aa kar tujhe hi utha ke le jaunga.. daru pilane :D,@BloodyKamina I will take you away for drinks during your marriage.
@OldMathsy wahan showroom koi bhi ho. Bola usko hero honda ka hi jaata hai,@OldMathsy a showroom would also be there.  
yeah gulam but sbki matureness nikal jati hai tym ane par  .  .,"ywa, a slave, but everyone's matureness is gone when the time comes"
#stamps the u . s .  postal service made a special delivery saturday at the l . a .  times festival of books' poetry sta .  .  .  http/URL, #stamps the u.s. postal service made a special delivery saturday at the l.a. times festival of books' poetry stage .  .  .  http/URL
haan usi ki kismat phooti hai @RowdyTalks @meamabhishek,yes he has no luck @RowdyTalks @meamabhishek
Be someone's bhai patakha thode durr jaa ke bajaa,be someone's brother cracker get a bit away and blow
vijit agrawal .  .  bhai jazbaati ho gye tum to .  .  :p,vijit agrawal .. dude you got emotional 
corruption aur scam to nahi ho raha na.. Congress me bhi to Kashmir jalta tha aur scam bhi hote the  @Nirmalogy @PMOIndia,corruption and scam is not happening. Kashmir used to burn and there used to be scam when congress was there@Nirmalogy @PMOIndia
@Bees_Kut ho chuka hai bhai,@Bees_Kut already done brother.
"@0__1 babaji ki krupa se ye hua hai, operation kara liya",with @0__1 babaji 's blessings we did the operation
At funeral of Sahara chief's mother : Amitabh to Akhilesh https://t.co/P5ofQnTcyf https://t.co/b6wHGXL1R5,At funeral of Sahara chief's mother : Amitabh to Akhilesh https://t.co/P5ofQnTcyf https://t.co/b6wHGXL1R5
We r the best ,)
aaj raat tu isi se kaam chala  @DOCTORATLARGE,tonight you work with this  @DOCTORATLARGE .
"Aaj Monday hai, sab emo kar sakte hai.","Today, it is Monday. All can do emotional today."
@tweeting_pal Sir ko Sabarmati River front dikhana aur bolna ye Modi ji ne banwaya hai @sardesairajdeep,@tweeting_pal show sabarmati riverfront to sir and tell him that this was constructed by modoji @sardesairajdeep
"@aanchalator bas Dhoni ko ek world cup, ek IPL aur ek Champions league trophy uthaye aur dekh lun","@aanchalator i just want to see dhoni lift one world cup, one ipl and one champions leaugue trophy once more."
"Sirf pair hi nahi, poora Bangladesh hawa mein hain. #IndvsBan","not just legs, but the whole bangladesh is in the sky. IndvsBan"
"@BolshoyBooze koi toh aake mera uthaaye, koi ladki.","@ Bolshoybuz Somebody come and pick me up, some girl."
Ye bhi accha hi jisko protection dena that use hi arrest kar liye https://t.co/L3KxzSeUY9,we have arrested people who should have been given protection instead: http://t.co/l3kjsuy9
"@someUSER congratulations kendall in germany it is 7 clock friday november 2 ,  so happy b-day","@someUSER congratulations kendall in germany it is 7 clock friday november 2, happy birthday."
@sreesanth36 :) . Do let me know when you visit Delhi :) basi ( Basbakan ) Angela Merkel,@sreesanth36  do let me know when you visit delhi prime minister angela merkel
@YearOfRat haha! Ab bolne bhi sharm aarahi hai ke aaunga. Bas aana hoga tab phone kar dunga :-),@YearOfRat haha! now I am feeling shy even in saying I will come. i will call if I am coming
@Miss_Ankiita Haan.. Sahi kaha.. Kuch Virar wale to subah office jaane ke liye taiyaar ho kar hi aaye hinge ,)
Lagta h inhone history tv ni dekha aaj#surgicalstrike,probably they have not watched history tv today #surgicalstrike
mammi hi bigadti hai ...,mom's the one who spoils ...
Aao bachho tumhe sikhaaye ____ Hindustan ki? Iss mitti se tilak karo ye dharti hai balidan ki. #HappyRepublicDay (Fill In The Blanks),come here children let us learn ____ of hindustan? do tilak to this soil this earth is of sacrifice. #HappyRepublicDay (fill in the blanks)
mera dam nikal na jaye .  .  .,i should not gasp out.
@SrBachchan John jani janardan ... Tara rum pum pum,"@SrBachchan let us sing the song, ""john jani janardan tara rum pum pum"""
i have tkts to see plan b next feb- he has already announced his support acts- labrinth and rudimental !  !  !  ! this news has made me tres happy,"i have tickets to see plan b next february, he has already announced his support acts- labrinth and rudimental! this news has made me tres happy."
#RahulGandhi .. bhiwandi n malegaon ki jeet mubarak 0 congress ki jeet media nahi batati .. yahan se jeet ki shroowat ho gayee hai ...,#rahul gandhi congrats for win in bhiwandi and malegaon nobody needs media here win has started from here
Damn thm invisible ninjas cuttin onions..,Damn the invisible ninjas cutting onions.
"Shi shi shi bahot hi gandi soch rakhti hai aisa sochne wali ladkiyan, inhe burkha pehna kar ghar mein hi rakhna chaiye. Thu on society.","yuck yuck yuck. the girls who think like this have really bad perspective, they should be kept in the home wearing hijab. spit on society."
"RD Burman tha, Rafi ki awaaz nahi","it was rd burman, not rafi’s voice."
Rahul ji ko male-female sab chalegahttps://twitter.com/OfficeOfRG/status/668743297121124352 …,male-female anything would work for rahul https://twitter.com/OfficeOfRG/status/668743297121124352 …
Aray bahi aao ooo na .......??,oh brother come please .......??
mastarwa pagla gaya hai sala sabko fail karwaega !,"teacher has gone mad, he will fail everyone"
"@MeetUunngLee haha, ye bhi bolna paap hai bhai.","@MeetUunngLee haha, saying that also is a sin."
Thoda late jaage ManMohak Singh.,manmohak singh you became alert up late
@richazjoy haan tum bhi ho meri dost @SrBachchan @Being_Humor,@richazjoy yes you are also my friend @SrBachchan @Being_Humor
Yeh 7 min toh khatam hi nhi hote. Aap kaha ho jaldi aa jao.,this 7 minutes doesn't end. where are you come fast
@Wicked_Nawab mobile se khol rahe ho kya,@Wicked_Nawab are you opening from mobile
"@someUSER @someUSER i'm everyday dressed up with my spartacus costume .  so ,  if you miss this halloween ,  we may catch up anytime ! ","@someUSER @someUSER I'm dressed up in my spartacus costume everyday. So , if you miss me this halloween , we may catch up sometime later ! "
oho Bhabhi hamare pados me aaye ho..,"so sister-in-law, you have come to live in our neighbourhood?"
@scratchysingh daag achche hai,@scratchysingh stains are good.
@Atheist_Krishna bc holi ki yaad aa gayee.. Hahaha,@Atheist_Krishna i'm missing holi
@HISTORYTV 18 pe #SurgicalStrikes dekhke jaali naa ?? Paytm number De di jiye burnol ke paise bhejhta hun,"@Histreative18 on #SargishaalStoryCase, not forged ?? Give the Paytm number, I understand the money of Barnol"
Bhai kidr ry ly tu.,brother where do you live
@balliawalebaba gharwalo ne mujhe bhi badi mushkil se bulaya,@balliawalebaba my family invited me barely as well.
Kya humne aapko pehle kahin dekha hai?,have i ever seen you before?
@SimplySajidK bhai aapki kismat me ab yahi hain,@SimplySajidK brother this is your destiny
"haha bhai, ye hum karte hai bas bataate nahi hai. _/\_
Magar ladki a DM feels much better, yes :P","yes brother, we all do this, but nobody tells about it. but, a girls's direct message feels much better, yes."
"tere jaate hi out ho gya ... """,he got out as soon as you left ... 
Luke Ronchi ko bhi bowling kara do. Ek-do wicket wo bhi lele.,lelt luke ronchi bowl. let him also take one-two wickets.
@Kaminapun bhai yaar 20 saal piche le gaya tu. Wo laal coat. Wo baal films. What a childhood we all had. 1 rupya bhi kitna jyada lagta tha,"@Kaminapun brother you took me 20 years back, that red coat, that baal films. what a childhood we all had! even 1 rupee felt like a lot."
"Pakka today pakka, kal bahot late hogaya! Smile :-*","Sure. Sure, today, it got very late yesterday! Smile :-*"
"Pyar mangi to Jaan dengi,milk mango to kher dengi,agaar Kashmir mangi to chir dengi.","Ask for love we'll give life, ask for milk we'll give porridge, ask for Kashmir we'll tear you"
I love you. I fill you. I think you and marnasa pahla apsa 1bar milongga jaroor. I'm from Bangladesh.,I love you. I feel you. I think about you and i want to meet you once. I'm from Bangladesh.
4 baj gaye lekin party abhi baki h...,its 4 already but party is still on...
"a beautiful girl  ,  who is my fb-friend since 2011  ,  liked my status today for the first time ever  .  i am very^infinity happy  .  :) :)","a beautiful girl ,  who is my facebook friend since 2011,  liked my status today for the first time ever.  i am very much happy ."
ek mahine ka break liya tha bhai .kya tabiyat kharab thi ?,"Had a month's break, brother. Was your health bad?"
@HathwalaThakur bhai bahot zordar!!,"@HathwalaThakur very amazing, brother!!"
Abhi kro na bajrngi bhaijan. .,"Now do it , bajrangi brother"
@friendlii_ghost saale Airtel pe chala gaya to aise majak udayega ab? Yaad nahi pichhla saal?,@friendliii_ghost you use airtel now so you tease like that ? don't you remember last year?
oscar lvl performance ,-)
kejriwal dilli walon ki VAT laga rahe hain.,kejriwal is destroying delhi people.
mujhe cold drink peeni hai .  .  !  !  !  :d :v,i want to have cold drink
@Being_Humor kya kismet hai bhai tumhari.. Hume to ladkiya reply hi nahi karti..,"@Being_Humor How lucky you are brother, girls don’t even reply to us."
mummy grihshobha me sweaters ke naye style dhundh rahi hongi .  .  .  . 2 fande sidhe fir 3 fande ulte .  .  .,mother must be searching for new styles of sweaters inside the house. 2 loops straight and then 3 loops inverted
sara media bika hua h .,all media is sold out 
@ppritam009 honi hi thi yar. Aas paas koi aur nahi hoti to 350 bhi jati.,@ppritam009 it should have happenned man! there was no one nearby else they would have crossed 350.
Ye santosh kaun hai?,who is this santosh?
hahaha  .  .  . o god  .  .  . its totally true :d,hahaha  .  .  . o god  .  .  . its totally true
accha hua jo guddu k mummy ko samajh nahi aaya k papa ne kya bola hai .  .  . warna papa ko khana naseeb nahi hota .  .  . :),"nice that guddu's mother didn't understand what his father said, else he would have not got food also."
Ishant Sharma ko bahut late utaara.,ishant sharma came down very late
@Gurmeetramrahim #MSGmissionHumanity Thank You Guruji . Good Morning & Lov You . Pita ji bless me for more sewa simran . https://t.co/EnUVUDW22A,@Gurmeetramrahim #MSGmissionHumanity thankyou guruji . good morning and love you . father bless me for more service. https://t.co/EnUVUDW22A
